timestamp,typing_speed_kpm,avg_key_interval_ms,std_key_interval_ms,mistype_frequency,movement_distance_px,click_frequency,window_switch_count,temperature,humidity,pressure,pvt_rt,pvt_focus_score,alertness_level,pvt_lapse,target_focus_score,target_state,work_category_browsing,work_category_communication,work_category_development,work_category_document,work_category_other,hour_sin,hour_cos
1767889365.4123042,49,1629.393246709084,8269.128046413633,23,12987.685031250934,22,1,25.0,50.0,1013.25,3451.035817464193,0.0,非常に低い,1,0.0,Overheat,False,False,False,True,False,0.25881904510252074,0.9659258262890683
1767889425.416003,51,1115.4544680726294,6790.850277964246,1,9074.45802406797,5,1,25.0,50.0,1013.25,3451.035817464193,0.0,非常に低い,1,0.0,Overheat,True,False,False,False,False,0.25881904510252074,0.9659258262890683
1767889485.4202878,18,3493.923783302307,4860.678792275348,11,17769.799388146468,35,1,25.0,50.0,1013.25,3451.035817464193,0.0,非常に低い,1,0.0,Overheat,False,False,False,True,False,0.25881904510252074,0.9659258262890683
1767889545.424166,52,1205.3602521236126,2616.402709091725,10,21024.84172282351,42,0,25.0,50.0,1013.25,3451.035817464193,0.0,非常に低い,1,0.0,Overheat,False,False,False,True,False,0.25881904510252074,0.9659258262890683
1767889605.4280584,125,478.08848762512207,1696.5932081355415,13,13248.000350157528,24,0,25.0,50.0,1013.25,3451.035817464193,0.0,非常に低い,1,0.0,Overheat,False,False,False,True,False,0.25881904510252074,0.9659258262890683
1767889665.431581,12,4548.92482360204,6487.236220431853,7,17535.34277501501,37,1,25.0,50.0,1013.25,3451.035817464193,0.0,非常に低い,1,0.0,Overheat,False,False,True,False,False,0.25881904510252074,0.9659258262890683
1767889725.4358509,27,997.9990146778248,3355.038339097364,0,24026.582161708153,6,1,25.0,50.0,1013.25,3451.035817464193,0.0,非常に低い,1,0.0,Overheat,True,False,False,False,False,0.25881904510252074,0.9659258262890683
1767889785.4390075,24,3088.4323020776114,13967.002631904568,0,14167.202711775612,12,1,25.0,50.0,1013.25,3451.035817464193,0.0,非常に低い,1,0.0,Overheat,True,False,False,False,False,0.25881904510252074,0.9659258262890683
1767889845.4440756,197,362.69655687554837,2311.234804917344,12,4717.193390816867,7,1,25.0,50.0,1013.25,3451.035817464193,0.0,非常に低い,1,0.0,Overheat,True,False,False,False,False,0.25881904510252074,0.9659258262890683
1767889905.4477706,6,5433.738191922505,8531.967429459099,0,11382.794369141047,17,1,25.0,50.0,1013.25,3451.035817464193,0.0,非常に低い,1,0.0,Overheat,False,True,False,False,False,0.25881904510252074,0.9659258262890683
1767889965.450522,0,0.0,0.0,0,12819.299793150321,31,1,25.0,50.0,1013.25,3451.035817464193,0.0,非常に低い,1,0.0,Overheat,False,False,False,True,False,0.25881904510252074,0.9659258262890683
1767890025.4539466,25,6131.529264450073,28872.7350683114,1,16217.01846996336,23,1,25.0,50.0,1013.25,3451.035817464193,0.0,非常に低い,1,0.0,Overheat,True,False,False,False,False,0.25881904510252074,0.9659258262890683
